Customer_ID,Customer_Name,Last_Purchase,Frequency,Monetary,Profit,Recency,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,AOV
JB-16000,Joy Bell-,2017-11-17,7,644.1188,126.76490000000001,44,4,4,1,9,Recent Customers,92.01697142857142
CD-11980,Carol Darley,2017-11-06,3,639.766,-206.7172,55,3,1,1,5,Potential Loyalists,213.2553333333333
MR-17545,Mathew Reese,2017-08-27,4,639.178,162.9363,126,2,2,1,5,Inactive,159.7945
AJ-10960,Astrea Jones,2017-10-17,3,629.2479999999999,60.4265,75,3,1,1,5,Potential Loyalists,209.7493333333333
RR-19315,Ralph Ritter,2017-12-11,2,615.932,-73.835,20,5,1,1,7,Recent Customers,307.966
SS-20515,Shirley Schmidt,2016-08-26,3,613.4,199.93449999999999,492,1,1,1,3,Inactive,204.46666666666667
BT-11440,Bobby Trafton,2016-06-18,4,603.876,-77.5256,561,1,1,1,3,Inactive,150.969
BF-10975,Barbara Fisher,2017-09-30,7,599.798,227.4384,92,3,3,1,7,Potential Loyalists,85.68542857142857
MZ-17335,Maria Zettner,2017-11-30,4,593.606,85.01910000000001,31,4,2,1,7,Recent Customers,148.4015
DL-13330,Denise Leinenbach,2017-11-03,4,585.02,222.6812,58,3,1,1,5,Potential Loyalists,146.255
AS-10240,Alan Shonely,2017-06-21,7,584.6080000000001,33.715799999999994,193,2,3,1,6,At Risk - High Spend,83.51542857142859
BD-11635,Brian Derr,2017-12-21,3,582.646,141.53400000000002,10,5,1,1,7,Recent Customers,194.21533333333332
NK-18490,Neil Knudson,2017-10-21,7,572.048,121.2177,71,3,4,1,8,Potential Loyalists,81.72114285714285
CM-11935,Carlos Meador,2016-01-22,2,565.392,-43.732400000000005,709,1,1,1,3,Inactive,282.696
CS-12460,Chuck Sachs,2017-12-03,2,550.644,156.2593,28,4,1,1,6,Recent Customers,275.322
CS-11860,Cari Schnelling,2017-07-21,6,537.632,105.8275,163,2,3,1,6,At Risk - High Spend,89.60533333333332
JH-15820,John Huston,2017-07-09,6,528.91,26.082199999999997,175,2,3,1,6,At Risk - High Spend,88.15166666666666
RB-19570,Rob Beeghly,2017-12-05,5,528.546,76.8879,26,5,2,1,8,Recent Customers,105.70920000000001
AY-10555,Andy Yotov,2017-12-16,4,497.014,103.3499,15,5,1,1,7,Recent Customers,124.2535
CR-12625,Corey Roper,2016-09-16,3,475.9,144.7594,471,1,1,1,3,Inactive,158.63333333333333
MS-17530,MaryBeth Skach,2016-10-22,4,475.65599999999995,84.0268,435,1,2,1,4,Inactive,118.91399999999999
JS-15940,Joni Sundaresam,2016-09-23,5,469.169,-327.9336,464,1,2,1,4,Inactive,93.8338
EC-14050,Erin Creighton,2017-11-07,5,461.914,96.4256,54,3,2,1,6,Potential Loyalists,92.3828
KM-16660,Khloe Miller,2017-12-15,5,453.538,91.1391,16,5,2,1,8,Recent Customers,90.7076
KW-16570,Kelly Williams,2015-11-20,4,449.096,107.92699999999999,772,1,1,1,3,Inactive,112.274
TT-21265,Tim Taslimi,2016-11-19,3,439.5,93.9162,407,1,1,1,3,Inactive,146.5
ST-20530,Shui Tom,2017-08-27,7,433.34000000000003,84.4419,126,2,4,1,7,At Risk - High Spend,61.90571428571429
VG-21805,Vivek Grady,2017-03-19,5,427.372,-52.333,287,1,3,1,5,At Risk - High Spend,85.4744
SS-20590,Sonia Sunley,2016-10-24,6,418.49,135.5401,433,1,3,1,5,At Risk - High Spend,69.74833333333333
BT-11485,Brad Thomas,2016-03-11,2,415.19599999999997,126.8694,660,1,1,1,3,Inactive,207.59799999999998
MH-17440,Mark Haberlin,2016-12-19,4,400.016,61.428599999999996,377,1,2,1,4,Inactive,100.004
BW-11065,Barry Weirich,2017-06-01,3,385.516,-58.28659999999999,213,2,1,1,4,Inactive,128.50533333333334
JD-16015,Joy Daniels,2017-09-09,6,385.43,26.7605,113,2,3,1,6,At Risk - High Spend,64.23833333333333
JK-15325,Jason Klamczynski,2017-03-18,3,383.812,55.32769999999999,288,1,1,1,3,Inactive,127.93733333333334
VM-21835,Vivian Mathis,2017-09-04,5,380.69,116.6373,118,2,3,1,6,At Risk - High Spend,76.138
NF-18475,Neil Französisch,2016-07-23,4,377.16200000000003,85.92779999999999,526,1,2,1,4,Inactive,94.29050000000001
MS-17830,Melanie Seite,2016-10-04,4,370.348,19.431199999999997,453,1,2,1,4,Inactive,92.587
LS-17230,Lycoris Saunders,2015-11-14,3,368.88000000000005,39.1952,778,1,1,1,3,Inactive,122.96000000000002
AG-10300,Aleksandra Gannaway,2017-09-03,4,367.548,59.288399999999996,119,2,1,1,4,Inactive,91.887
EM-14200,Evan Minnotte,2017-07-25,3,366.822,21.7721,159,2,1,1,4,Inactive,122.274
HJ-14875,Heather Jas,2017-08-26,5,358.1,98.6548,127,2,2,1,5,Inactive,71.62
DW-13540,Don Weiss,2017-09-23,5,344.08,69.6672,99,3,2,1,6,Potential Loyalists,68.816
LT-16765,Larry Tron,2017-12-04,3,329.876,59.036,27,4,1,1,6,Recent Customers,109.95866666666666
BD-11560,Brendan Dodson,2017-03-27,2,320.54,116.714,279,1,1,1,3,Inactive,160.27
LH-17020,Lisa Hazard,2017-05-05,4,318.239,-242.73989999999998,240,1,1,1,3,Inactive,79.55975
JH-15430,Jennifer Halladay,2017-12-25,4,309.281,-24.077100000000005,6,5,1,1,7,Recent Customers,77.32025
JM-15580,Jill Matthias,2017-12-30,5,303.948,113.1204,1,5,2,1,8,Recent Customers,60.78959999999999
CM-12445,Chuck Magee,2016-10-20,3,287.99,64.4296,437,1,1,1,3,Inactive,95.99666666666667
LH-16750,Larry Hughes,2017-08-01,3,287.426,12.627699999999999,152,2,1,1,4,Inactive,95.80866666666667
SC-20845,Sung Chung,2017-08-21,2,280.632,31.1757,132,2,1,1,4,Inactive,140.316
SC-20800,Stuart Calhoun,2017-11-30,4,279.25600000000003,51.8252,31,4,2,1,7,Recent Customers,69.81400000000001
NB-18580,Nicole Brennan,2014-10-22,2,273.87199999999996,24.788800000000002,1166,1,1,1,3,Inactive,136.93599999999998
BF-11080,Bart Folk,2017-12-05,3,272.95,110.9272,26,5,1,1,7,Recent Customers,90.98333333333333
DD-13570,Dorothy Dickinson,2017-11-19,6,269.542,36.4344,42,4,3,1,8,Recent Customers,44.92366666666666
BN-11470,Brad Norvell,2017-12-06,4,265.296,36.6131,25,5,1,1,7,Recent Customers,66.324
AR-10510,Andrew Roberts,2017-12-16,5,264.86400000000003,43.6695,15,5,2,1,8,Recent Customers,52.97280000000001
HD-14785,Harold Dahlen,2015-11-22,3,251.36,-135.87599999999998,770,1,1,1,3,Inactive,83.78666666666668
SM-20005,Sally Matthias,2016-11-04,4,244.49399999999997,-26.5927,422,1,2,1,4,Inactive,61.12349999999999
PL-18925,Paul Lucas,2017-12-15,5,239.481,-0.7527000000000026,16,5,2,1,8,Recent Customers,47.8962
GP-14740,Guy Phonely,2015-11-26,2,236.53,31.837600000000002,766,1,1,1,3,Inactive,118.265
EM-14065,Erin Mull,2017-11-13,4,228.99,40.15459999999999,48,4,1,1,6,Recent Customers,57.2475
GT-14755,Guy Thornton,2017-11-26,4,226.436,-6.139200000000002,35,4,1,1,6,Recent Customers,56.609
RB-19645,Robert Barroso,2016-03-22,5,221.084,72.679,649,1,2,1,4,Inactive,44.2168
HH-15010,Hilary Holden,2017-10-19,2,218.668,86.7342,73,3,1,1,5,Potential Loyalists,109.334
AG-10390,Allen Goldenen,2017-09-07,5,200.945,69.2784,115,2,2,1,5,Inactive,40.189
JJ-15760,Joel Jenkins,2015-12-08,2,195.0,34.449200000000005,754,1,1,1,3,Inactive,97.5
AG-10765,Anthony Garverick,2017-10-14,4,170.584,-8.431000000000001,78,3,1,1,5,Potential Loyalists,42.646
ML-18265,Muhammed Lee,2017-09-21,2,162.232,42.6648,101,3,1,1,5,Potential Loyalists,81.116
AO-10810,Anthony O'Donnell,2016-08-16,1,161.28,12.096,502,1,1,1,3,Inactive,161.28
PT-19090,Pete Takahito,2017-10-20,4,160.572,-20.0508,72,3,2,1,6,Potential Loyalists,40.143
DA-13450,Dianna Arnett,2017-01-12,4,156.76,56.7904,353,1,1,1,3,Inactive,39.19
MO-17950,Michael Oakman,2017-07-03,2,154.288,-82.0074,181,2,1,1,4,Inactive,77.144
GH-14665,Greg Hansen,2017-12-28,2,146.94080000000002,-5.810200000000001,3,5,1,1,7,Recent Customers,73.47040000000001
PB-19210,Phillip Breyer,2016-02-11,2,132.738,21.897000000000002,689,1,1,1,3,Inactive,66.369
BO-11425,Bobby Odegard,2017-10-16,2,130.83,59.4522,76,3,1,1,5,Potential Loyalists,65.415
EL-13735,Ed Ludwig,2017-10-14,2,124.28,27.1154,78,3,1,1,5,Potential Loyalists,62.14
CC-12550,Clay Cheatham,2017-12-03,3,113.832,33.870599999999996,28,4,1,1,6,Recent Customers,37.943999999999996
RM-19750,Roland Murray,2017-03-06,1,98.35,28.6879,300,1,1,1,3,Inactive,98.35
KS-16300,Karen Seio,2017-03-10,3,88.472,0.11099999999999888,296,1,1,1,3,Inactive,29.490666666666666
AR-10570,Anemone Ratner,2016-07-14,1,88.15,32.633,535,1,1,1,3,Inactive,88.15
FW-14395,Fred Wasserman,2017-01-02,3,79.75,23.491300000000003,363,1,1,1,3,Inactive,26.583333333333332
JC-15340,Jasper Cacioppo,2017-09-07,4,71.263,-0.35560000000000036,115,2,1,1,4,Inactive,17.81575
AS-10135,Adrian Shami,2017-11-19,2,58.82,21.8496,42,4,1,1,6,Recent Customers,29.41
LB-16735,Larry Blacks,2017-11-12,3,50.188,18.6507,49,4,1,1,6,Recent Customers,16.729333333333333
RE-19405,Ricardo Emerson,2014-12-29,1,48.36,6.045,1098,1,1,1,3,Inactive,48.36
SG-20890,Susan Gilcrest,2017-05-18,3,47.946,-3.7073,227,1,1,1,3,Inactive,15.982
RS-19870,Roy Skaria,2017-12-11,2,22.328,9.5838,20,5,1,1,7,Recent Customers,11.164
MG-18205,Mitch Gastineau,2017-04-10,1,16.739,-1.2453,265,1,1,1,3,Inactive,16.739
CJ-11875,Carl Jackson,2016-12-30,1,16.52,1.652,366,1,1,1,3,Inactive,16.52
LD-16855,Lela Donovan,2016-06-26,1,5.304,0.4641,553,1,1,1,3,Inactive,5.304
TS-21085,Thais Sissman,2017-01-07,2,4.833,-3.3156,358,1,1,1,3,Inactive,2.4165
